

gen best mean std gain diversity
0 24.05 -73.622333 27.305767 24.05 0.577354
0 36.55 -15.344333 26.754677 23.55 0.561963
1 32.1 -12.202 26.47782 32.1 0.562195
2 35.5 1.574667 23.552129 35.5 0.532437
3 44.55 8.241333 22.208399 44.55 0.511225
4 44.55 5.072 28.315178 23.65 0.526907
5 44.55 9.732333 26.027555 25.1 0.45069
6 44.55 6.380333 29.924915 28.8 0.473919
7 44.55 9.658333 28.922625 27.3 0.47977
8 40.85 12.553 26.019301 40.85 0.419286
9 47.2 15.254 29.434981 47.2 0.431877
10 47.2 8.732667 33.28235 28.0 0.424744
11 47.2 14.645667 25.614111 23.75 0.340897
12 47.2 18.132333 20.85476 32.6 0.368013
13 43.8 21.521333 21.950152 43.8 0.373475
14 40.95 22.493333 22.449905 32.6 0.318107
15 43.6 18.763667 25.971656 43.6 0.387754
16 45.9 19.620667 26.743295 45.9 0.357755
17 43.05 22.978333 17.895223 43.05 0.357682
18 51.5 22.596667 28.867923 51.5 0.360642
19 40.4 19.555 26.497917 27.5 0.362179
20 51.5 22.029 24.082399 51.5 0.36882
21 62.5 26.704667 22.839773 62.5 0.346141
22 62.5 20.364667 31.203357 36.65 0.344862
23 67.9 22.15 28.220635 67.9 0.32702
24 67.9 27.172667 23.049544 33.6 0.326647
25 62.5 28.432333 27.378778 62.5 0.340551
26 62.5 27.444 24.695143 35.85 0.345109
27 58.2 25.028333 22.793416 58.2 0.337332
28 56.0 17.237667 32.161894 56.0 0.461093
29 56.0 19.671667 29.757187 45.6 0.534816
30 55.7 24.381333 23.442802 31.15 0.396353
31 55.7 24.244 24.102861 43.05 0.387182
32 55.7 26.967 26.179037 21.05 0.335256
33 52.75 24.902667 24.731338 38.8 0.377249
34 58.2 25.999667 23.422029 21.05 0.364535
35 55.65 22.218667 25.744057 55.65 0.38058
36 44.55 22.287333 22.92487 21.05 0.37138
37 49.35 25.563 22.734589 49.35 0.3749
38 49.35 18.860667 27.709113 33.9 0.386086
39 47.15 26.868667 21.156404 47.15 0.391851
40 47.15 18.044 27.603165 32.75 0.37896
41 47.15 22.379333 30.996648 42.05 0.376063
42 45.5 22.468667 23.26524 45.5 0.364912
43 66.35 23.674 26.039362 66.35 0.364284
44 66.35 24.527667 26.222719 66.35 0.393242
45 52.65 26.534667 25.187964 32.75 0.398997
46 53.1 24.982333 20.604918 53.1 0.383365
47 53.1 26.060667 28.399487 45.6 0.39553
48 52.2 20.057 24.300357 29.3 0.376397
49 51.45 20.483333 27.867456 28.1 0.407119
50 51.45 17.148 32.66109 47.1 0.394328
51 53.1 24.926667 27.235794 53.1 0.419075
