,gen,best,mean,sd,med,worst
0,0,89.69570704878572,16.382198659300798,26.61419349256987,0.0,0.0
1,1,89.69570704878572,22.43257504587545,29.765126383068612,0.0,0.0
2,2,89.69570704878572,25.11744461144809,30.44832769854437,0.0,0.0
3,3,89.69570704878572,25.66622064846,31.502765231426956,0.0,0.0
4,4,89.69570704878572,24.805022693669212,31.498648047998422,0.0,0.0
5,5,89.69570704878572,24.14875733493377,31.324099003972762,0.0,0.0
6,6,91.20513820552671,25.013293690737463,31.2829505132417,0.0,0.0
7,7,91.20513820552671,24.665510996333815,31.883533329189753,0.0,0.0
8,8,91.20513820552671,26.009631554532863,32.44873547896589,0.0,0.0
9,9,91.20513820552671,25.776034031542753,32.19395095028329,0.0,0.0
10,10,91.20513820552671,24.865281491655914,32.281793389069705,0.0,0.0
11,11,91.20513820552671,26.487258490728255,32.700207757237145,0.0,0.0
12,12,91.20513820552671,25.812759596490356,32.65524053607157,0.0,0.0
13,13,91.20513820552671,26.852950499880915,32.972241460660236,0.0,0.0
14,14,93.19420247700467,27.50503639833826,33.57814160182277,0.0,0.0
15,15,93.19420247700467,26.707784652918487,33.09968344528607,0.0,0.0
16,16,93.19420247700467,27.281075585600348,33.12756778350818,0.0,0.0
17,17,93.19420247700467,27.356598696789806,33.239385978285014,2.69672331458316,0.0
18,18,93.19420247700467,27.270496591238324,32.81141791178569,5.39344662916632,0.0
19,19,93.19420247700467,26.162281261256606,32.90739525220002,0.0,0.0
20,20,93.19420247700467,26.4248816910327,33.43006850751865,0.0,0.0
21,21,93.19420247700467,43.81849105582678,32.72823459187493,46.725066683864256,0.0
22,22,93.19420247700467,52.600381176819276,30.30833197604324,62.68224829690686,0.0
23,23,93.19420247700467,54.02533308286781,30.722539271157746,67.02703250728177,0.0
24,24,93.19420247700467,55.41265053565368,31.0616537968732,71.04569499661586,0.0
25,25,93.19420247700467,57.1141078658247,30.186644823371985,69.29759201856135,0.0
26,26,93.19420247700467,57.12840640866407,30.248145673358295,66.4907393794853,0.0
27,27,93.19420247700467,53.293525092456704,30.7305901106441,63.09401076758503,0.0
28,28,93.19420247700467,57.01989904636681,27.915514795682412,63.09401076758503,0.0
29,29,93.19420247700467,57.41825493531139,28.34993051182626,64.6976161302947,0.0
30,30,93.48453672395753,54.383044879063284,30.54468141858086,62.68224829690686,0.0
31,31,93.48453672395753,56.25903517942895,30.94815249527135,66.17876500109303,0.0
32,32,99.15598114936321,60.93926838790572,29.523468819935882,73.45844053318984,0.0
33,33,99.15598114936321,58.28618664507397,29.428610025306302,66.40872096444188,0.0
34,34,99.15598114936321,57.27902677227255,30.54631836006112,63.09401076758503,0.0
35,35,99.15598114936321,55.89186519348699,29.7781198308874,62.76103229612665,0.0
36,36,99.15598114936321,60.18424939450196,28.386772534570156,68.7723256557424,0.0
37,37,99.15598114936321,57.9252462900101,30.31043355830718,63.09401076758503,0.0
38,38,99.15598114936321,54.52169554930303,32.98367368367821,63.09401076758503,0.0
39,39,99.15598114936321,63.38034977566967,26.809777139088325,76.10719855399743,0.0
40,40,99.15598114936321,58.00399108623235,29.73188139733955,63.09401076758503,0.0
41,41,102.44364218769898,61.122844530277625,30.100034554943623,75.95695936834451,0.0
42,42,102.44364218769898,58.81575828264655,30.811049111179177,66.09825548729738,0.0
43,43,102.44364218769898,59.260432823410625,30.388226712071383,71.34082302460808,0.0
44,44,102.44364218769898,58.10882440562785,30.82183360521517,64.75383257725453,0.0
45,45,102.44364218769898,59.190557236185235,30.994375549081415,67.97879676511812,0.0
46,46,102.44364218769898,60.57161823846448,31.393457599702057,76.10719855399743,0.0
47,47,102.44364218769898,57.861170505465395,31.42088700696496,65.95695936834451,0.0
48,48,102.44364218769898,55.86083379188682,32.3235050883437,63.09401076758503,0.0
49,49,102.44364218769898,61.85184179756147,31.06430785034517,76.37570736837776,0.0
