gen,best,mean,sd
0,-2.6999999999998323,-71.15199999999992,26.452366548193794
1,-2.6999999999998323,-63.017177914110334,28.03965551868255
2,-2.6999999999998323,-62.1210843373493,28.852570431609053
3,-2.49999999999984,-61.007051282051194,30.079633863402428
4,-2.49999999999984,-58.708441558441464,31.338325466205223
5,14.800000000000097,-59.74967320261429,31.096705842778427
6,14.800000000000097,-59.723529411764616,30.9397807781839
7,14.800000000000097,-59.44052287581691,31.192730923593412
8,14.800000000000097,-58.97189542483651,31.897563693956013
9,14.800000000000097,-59.76092715231779,31.92428744610778
