gen,best,mean,sd
0,19.00000000000014,-71.52599999999995,30.031383429117408
1,33.85000000000014,-71.18849999999995,30.003819080521527
2,33.85000000000014,-71.18849999999995,30.003819080521527
3,33.85000000000014,-71.18849999999995,30.003819080521527
4,33.85000000000014,-71.18849999999995,30.003819080521527
5,33.85000000000014,-71.18849999999995,30.003819080521527
6,33.85000000000014,-71.18849999999995,30.003819080521527
7,33.85000000000014,-71.18849999999995,30.003819080521527
8,33.85000000000014,-71.18849999999995,30.003819080521527
9,33.85000000000014,-71.18849999999995,30.003819080521527
10,33.85000000000014,-71.18849999999995,30.003819080521527
11,33.85000000000014,-71.18849999999995,30.003819080521527
12,33.85000000000014,-71.18849999999995,30.003819080521527
13,33.85000000000014,-71.18849999999995,30.003819080521527
14,33.85000000000014,-71.18849999999995,30.003819080521527
15,33.85000000000014,-71.18849999999995,30.003819080521527
16,33.85000000000014,-71.18849999999995,30.003819080521527
17,33.85000000000014,-71.18849999999995,30.003819080521527
18,33.85000000000014,-71.18849999999995,30.003819080521527
19,33.85000000000014,-71.18849999999995,30.003819080521527
20,33.85000000000014,-71.18849999999995,30.003819080521527
21,33.85000000000014,-65.3216666666666,32.08365233607644
22,43.70000000000016,-40.42060810810804,37.527160852604254
23,43.70000000000016,-35.0466666666666,36.23590285277238
24,43.70000000000016,-35.66085526315783,37.16291653941998
25,43.70000000000016,-29.62516778523483,38.87110200753993
26,43.70000000000016,-29.650333333333254,41.7544566470322
27,43.70000000000016,-30.41912751677845,41.18935102054667
28,48.650000000000155,-28.364765100671065,38.71616838923348
29,48.650000000000155,-25.947999999999922,40.73522058366694
30,48.650000000000155,-26.266225165562833,42.66299346715421
31,48.650000000000155,-22.119666666666582,42.95094213039909
32,48.650000000000155,-26.237162162162075,42.201398610109855
33,48.700000000000216,-19.612751677852263,45.210591187414494
34,48.700000000000216,-18.383999999999908,46.809269851173745
35,48.700000000000216,-14.389735099337654,41.15417761332582
36,52.85000000000023,-15.564666666666568,43.45005199332016
37,55.45000000000023,-16.187248322147553,44.878034250622925
38,55.45000000000023,-16.017218543046265,42.15936261187613
39,62.750000000000185,-15.684539473684119,48.73871942142666
40,68.10000000000018,-18.09699999999991,45.01797427324636
41,68.10000000000018,-13.833999999999905,45.772914596589445
42,68.10000000000018,-16.22166666666657,47.38901364123221
43,68.10000000000018,-15.487333333333238,44.06264335642562
44,68.10000000000018,-12.575666666666574,43.46133635645471
45,68.10000000000018,-9.510067114093866,42.30368119061718
46,68.10000000000018,-13.35230263157885,46.730254885583236
47,68.10000000000018,-12.7921052631578,44.613194334476496
48,68.10000000000018,-15.677631578947276,44.70668654711691
49,68.10000000000018,-12.952317880794613,45.719935055890545
50,68.10000000000018,-14.371523178807855,46.852733037083
51,68.10000000000018,-13.913333333333242,47.13607771359669
52,68.10000000000018,-14.240397350993286,46.368110585965375
53,68.10000000000018,-13.435333333333244,45.13852329096392
54,68.10000000000018,-7.153642384105864,45.32914837089988
55,68.10000000000018,-8.815999999999907,41.518476336847144
56,68.10000000000018,-25.336423841059517,47.656468999939726
57,68.10000000000018,-20.621854304635672,49.58852628993844
58,68.10000000000018,-11.16666666666657,45.1855230011659
59,68.10000000000018,-10.358666666666569,44.61012842642605
60,68.10000000000018,-7.880666666666572,43.44373786353516
61,68.10000000000018,-8.567114093959637,44.21921891216252
62,68.25000000000018,-10.47333333333324,45.585409459119255
63,68.25000000000018,-5.206291390728381,39.86635883020508
64,68.25000000000018,0.08675496688752375,38.88652224934201
65,68.25000000000018,-7.223841059602551,44.87242838263686
66,68.25000000000018,-0.06225165562903693,42.042693519489916
67,68.25000000000018,-14.525838926174407,46.81658507109447
68,68.25000000000018,-10.070333333333243,43.84992135936193
69,68.25000000000018,-18.88833333333325,45.77474063886718
70,68.25000000000018,-14.10199999999991,43.64298984564038
71,68.25000000000018,-10.227852348993196,44.333197819970586
72,68.25000000000018,-17.46040268456367,44.00910951886231
73,68.25000000000018,-20.959666666666582,48.14709499601777
74,68.25000000000018,-18.323666666666586,44.759999514695686
75,68.25000000000018,-17.465231788079386,47.46550646960881
76,68.25000000000018,-13.096026490066137,43.91445534427965
77,69.90000000000018,-13.913333333333249,42.067423923453624
78,69.90000000000018,-12.992333333333244,47.772612703886715
79,69.90000000000018,-10.333666666666579,43.41892079753048
80,69.90000000000018,-10.15099999999991,44.24110587451452
81,69.90000000000018,-13.91125827814561,45.33047860402225
82,69.90000000000018,-4.823489932885812,42.63243540890195
83,69.90000000000018,-7.830536912751589,44.101896849818104
84,69.90000000000018,-14.246979865771728,46.8982141544728
85,69.90000000000018,-11.623489932885816,42.74717171736387
86,69.90000000000018,-4.108333333333239,42.33339438971978
87,69.90000000000018,-14.277999999999913,42.19614653812204
88,69.90000000000018,-15.046333333333248,43.753834916369236
89,69.90000000000018,-8.952333333333247,39.56804322373748
90,70.20000000000019,-10.535999999999916,43.76895175045133
91,70.20000000000019,-11.361666666666576,43.88868624777413
92,70.20000000000019,-8.08733333333324,40.05624927801185
93,70.20000000000019,-10.958666666666575,40.380869128283486
94,70.20000000000019,-11.29266666666657,44.28235931183235
95,70.35000000000018,-8.639666666666574,43.07865221377705
96,70.35000000000018,-13.989666666666581,44.435690346337125
97,70.35000000000018,-9.973999999999908,41.09695030047853
98,70.35000000000018,-14.857999999999917,46.07477114430415
99,70.35000000000018,-7.687999999999911,38.51178463795208
