,gen,best,mean,sd,med,worst
0,0,0.9200000000000657,-76.08773333333329,26.20647398758983,-86.11999999999995,-100.0
1,1,0.9200000000000657,-76.8765333333333,25.076627072147403,-87.31999999999994,-100.0
2,2,0.9200000000000657,-76.8765333333333,25.076627072147406,-87.31999999999994,-100.0
3,3,0.9200000000000657,-76.8765333333333,25.076627072147406,-87.31999999999994,-100.0
4,4,0.9200000000000657,-76.8765333333333,25.076627072147406,-87.31999999999994,-100.0
5,5,0.9200000000000657,-76.8765333333333,25.076627072147406,-87.31999999999994,-100.0
6,6,0.9200000000000657,-76.8765333333333,25.076627072147406,-87.31999999999994,-100.0
7,7,0.9200000000000657,-76.8765333333333,25.076627072147406,-87.31999999999994,-100.0
8,8,0.9200000000000657,-76.8765333333333,25.076627072147406,-87.31999999999994,-100.0
9,9,0.9200000000000657,-76.8765333333333,25.076627072147406,-87.31999999999994,-100.0
10,10,0.9200000000000657,-76.8765333333333,25.076627072147406,-87.31999999999994,-100.0
11,11,0.9200000000000657,-76.8765333333333,25.076627072147406,-87.31999999999994,-100.0
12,12,0.9200000000000657,-76.8765333333333,25.076627072147406,-87.31999999999994,-100.0
13,13,0.9200000000000657,-76.8765333333333,25.076627072147406,-87.31999999999994,-100.0
14,14,0.9200000000000657,-76.8765333333333,25.076627072147406,-87.31999999999994,-100.0
15,15,0.9200000000000657,-76.8765333333333,25.076627072147406,-87.31999999999994,-100.0
16,16,0.9200000000000657,-76.8765333333333,25.076627072147406,-87.31999999999994,-100.0
17,17,0.9200000000000657,-76.8765333333333,25.076627072147406,-87.31999999999994,-100.0
18,18,0.9200000000000657,-76.8765333333333,25.076627072147406,-87.31999999999994,-100.0
19,19,0.9200000000000657,-76.8765333333333,25.076627072147406,-87.31999999999994,-100.0
20,20,0.9200000000000657,-76.8765333333333,25.076627072147406,-87.31999999999994,-100.0
21,21,3.320000000000114,-66.64114285714281,28.596558011803626,-81.91999999999999,-100.0
22,22,12.320000000000114,-51.26516556291386,30.92070494844859,-45.31999999999994,-100.0
23,23,12.320000000000114,-36.869403973509876,30.53832236317731,-32.11999999999994,-100.0
24,24,12.320000000000114,-36.84054421768702,31.72729273773186,-32.75999999999998,-100.0
25,25,24.080000000000133,-40.33081081081075,34.759700989164166,-39.599999999999966,-100.0
26,26,24.080000000000133,-38.14356164383556,34.19220120043653,-39.27999999999996,-100.0
27,27,24.080000000000133,-34.33664429530195,35.167747915344734,-30.439999999999948,-100.0
28,28,24.080000000000133,-35.55189189189183,36.034577976358484,-29.75999999999994,-100.0
29,29,24.080000000000133,-29.700270270270206,36.12641213822668,-18.559999999999928,-100.0
30,30,24.080000000000133,-29.28399999999993,35.4978972522787,-19.53999999999995,-100.0
31,31,24.080000000000133,-26.34921052631572,34.69396791811294,-12.379999999999923,-100.0
32,32,34.92000000000015,-29.84268456375832,37.65035573208907,-15.559999999999985,-100.0
33,33,34.92000000000015,-29.432432432432364,35.87048002643005,-20.659999999999904,-100.0
34,34,34.92000000000015,-28.33184210526309,36.28749642241318,-18.61999999999994,-100.0
35,35,34.92000000000015,-25.953333333333262,35.93595174133501,-18.25999999999989,-100.0
36,36,34.92000000000015,-27.92210526315782,37.668600015753384,-18.059999999999913,-100.0
37,37,34.92000000000015,-29.14940397350986,38.71473958628881,-18.39999999999991,-100.0
38,38,34.92000000000015,-34.16375838926167,39.762622452043765,-30.439999999999948,-100.0
39,39,34.92000000000015,-23.87199999999993,36.56608293669609,-13.639999999999894,-100.0
40,40,34.92000000000015,-27.36556291390722,40.0171105230863,-10.279999999999934,-100.0
41,41,34.92000000000015,-29.66711409395966,39.46792108823639,-14.8799999999999,-100.0
42,42,34.92000000000015,-28.427567567567497,39.182634005344624,-22.919999999999888,-100.0
43,43,34.92000000000015,-21.867567567567484,39.14634879286963,-5.079999999999934,-100.0
44,44,34.92000000000015,-28.403443708609192,40.42234224261732,-14.639999999999892,-100.0
45,45,34.92000000000015,-25.961333333333258,39.163366669489626,-9.57999999999993,-100.0
