,gen,best,mean,sd,med,worst
0,0,13.650000000000084,-79.79499999999994,20.45304113491846,-85.42499999999993,-100.0
1,1,13.650000000000084,-78.8293333333333,22.146554801041987,-85.79999999999993,-100.0
2,2,13.650000000000084,-78.8293333333333,22.146554801042,-85.79999999999993,-100.0
3,3,13.650000000000084,-78.8293333333333,22.146554801042,-85.79999999999993,-100.0
4,4,13.650000000000084,-78.8293333333333,22.146554801042,-85.79999999999993,-100.0
5,5,13.650000000000084,-78.8293333333333,22.146554801042,-85.79999999999993,-100.0
6,6,13.650000000000084,-78.8293333333333,22.146554801042,-85.79999999999993,-100.0
7,7,13.650000000000084,-78.8293333333333,22.146554801042,-85.79999999999993,-100.0
8,8,13.650000000000084,-78.8293333333333,22.146554801042,-85.79999999999993,-100.0
9,9,13.650000000000084,-78.8293333333333,22.146554801042,-85.79999999999993,-100.0
10,10,13.650000000000084,-78.8293333333333,22.146554801042,-85.79999999999993,-100.0
11,11,13.650000000000084,-78.8293333333333,22.146554801042,-85.79999999999993,-100.0
12,12,13.650000000000084,-78.8293333333333,22.146554801042,-85.79999999999993,-100.0
13,13,13.650000000000084,-78.8293333333333,22.146554801042,-85.79999999999993,-100.0
14,14,13.650000000000084,-78.8293333333333,22.146554801042,-85.79999999999993,-100.0
15,15,13.650000000000084,-78.8293333333333,22.146554801042,-85.79999999999993,-100.0
16,16,13.650000000000084,-78.8293333333333,22.146554801042,-85.79999999999993,-100.0
17,17,13.650000000000084,-78.8293333333333,22.146554801042,-85.79999999999993,-100.0
18,18,13.650000000000084,-78.8293333333333,22.146554801042,-85.79999999999993,-100.0
19,19,13.650000000000084,-78.8293333333333,22.146554801042,-85.79999999999993,-100.0
20,20,13.650000000000084,-78.8293333333333,22.146554801042,-85.79999999999993,-100.0
21,21,13.650000000000084,-69.4359154929577,27.227532646588244,-78.39999999999995,-100.0
22,22,22.650000000000084,-46.06006711409391,29.455170681244887,-49.149999999999935,-100.0
23,23,23.650000000000084,-35.14527027027022,34.135302789759706,-31.32499999999992,-100.0
24,24,23.650000000000084,-29.180666666666603,37.37416745412386,-16.999999999999957,-100.0
25,25,23.650000000000084,-26.710526315789405,34.96630597690242,-13.074999999999918,-100.0
26,26,23.650000000000084,-29.336184210526252,37.69154161246211,-16.999999999999957,-100.0
27,27,27.050000000000075,-23.727483443708543,34.17197434672217,-9.099999999999923,-100.0
28,28,27.050000000000075,-30.489999999999938,37.498659531597504,-16.999999999999957,-100.0
29,29,27.050000000000075,-21.704333333333267,33.90226193863112,-7.949999999999932,-100.0
30,30,27.050000000000075,-27.012080536912684,37.06121801703591,-14.499999999999957,-100.0
31,31,41.350000000000044,-20.393959731543557,32.767475440391095,-3.849999999999916,-100.0
32,32,41.350000000000044,-29.89199999999994,38.32347978285204,-16.999999999999957,-100.0
33,33,41.350000000000044,-19.944333333333272,36.54501951322809,-4.574999999999918,-100.0
34,34,41.350000000000044,-24.690789473684152,36.55840470589342,-12.574999999999964,-100.0
35,35,41.350000000000044,-22.42913907284762,38.170429662021206,-3.849999999999916,-100.0
36,36,41.350000000000044,-27.273841059602585,38.582484030813575,-14.499999999999957,-100.0
37,37,41.350000000000044,-24.56589403973504,37.07598130547063,-16.999999999999957,-100.0
38,38,41.350000000000044,-25.829666666666604,37.30146962996977,-16.999999999999957,-100.0
39,39,41.350000000000044,-21.470134228187856,36.277256320682255,-1.8499999999999304,-100.0
40,40,41.350000000000044,-20.792567567567506,34.723568776016286,-6.999999999999957,-100.0
41,41,41.350000000000044,-27.30337837837832,37.266055247660645,-15.92499999999994,-100.0
42,42,41.350000000000044,-28.27133333333327,38.53958067003614,-16.999999999999957,-100.0
43,43,41.350000000000044,-23.175503355704635,35.7300076061926,-14.549999999999919,-100.0
44,44,41.350000000000044,-26.2359060402684,38.28356889055517,-16.999999999999957,-100.0
45,45,41.350000000000044,-26.82947019867544,36.66443377927817,-16.999999999999957,-100.0
46,46,44.000000000000014,-26.000331125827756,35.68892063626675,-16.999999999999957,-100.0
47,47,44.000000000000014,-21.941275167785175,36.28415296092867,-16.399999999999963,-100.0
48,48,44.000000000000014,-19.844370860927093,36.83959392058119,-13.099999999999923,-100.0
49,49,44.000000000000014,-20.694370860927094,35.924366162910005,-8.849999999999916,-100.0
50,50,44.000000000000014,-19.652702702702644,35.10977321384789,-15.749999999999957,-100.0
51,51,44.000000000000014,-22.325333333333276,37.70556579015298,-16.999999999999957,-100.0
52,52,56.45000000000004,-22.241447368420996,35.96750396296881,-16.999999999999957,-100.0
53,53,56.45000000000004,-20.97699999999994,34.61248071144282,-16.999999999999957,-100.0
54,54,56.45000000000004,-23.373825503355647,35.44898337439702,-16.999999999999957,-100.0
55,55,56.45000000000004,-28.402666666666608,37.23516921167706,-16.999999999999957,-100.0
56,56,56.45000000000004,-19.064333333333273,32.295864202023715,-16.999999999999957,-100.0
57,57,56.45000000000004,-20.991610738254977,35.187118888317,-13.999999999999986,-100.0
58,58,56.45000000000004,-18.215562913907224,33.52110444520248,-4.749999999999922,-88.19999999999993
59,59,56.45000000000004,-24.092052980132387,37.48399353433358,-16.999999999999957,-100.0
60,60,56.45000000000004,-22.63973509933769,37.886416740564975,-13.999999999999915,-100.0
61,61,56.45000000000004,-14.11533333333327,30.73006179984385,-6.774999999999952,-91.94999999999993
62,62,56.45000000000004,-21.341721854304577,36.011308668279554,-12.74999999999995,-100.0
63,63,56.45000000000004,-18.288079470198614,32.2899379015979,-14.699999999999932,-100.0
64,64,56.45000000000004,-17.911258278145635,31.913671410855358,-9.899999999999977,-100.0
65,65,56.45000000000004,-17.233221476510003,33.856623082269174,0.8000000000000398,-100.0
66,66,56.45000000000004,-25.117218543046295,37.845071523530166,-16.999999999999957,-100.0
67,67,56.45000000000004,-19.046688741721788,36.08411928442009,1.1500000000000838,-100.0
68,68,56.45000000000004,-18.338333333333267,35.00758747122623,0.7750000000000661,-100.0
69,69,56.45000000000004,-20.53233333333327,38.15904573259429,-6.724999999999948,-100.0
70,70,56.45000000000004,-23.080666666666605,37.96726563179863,-13.249999999999957,-100.0
71,71,56.45000000000004,-25.833999999999943,35.891224702797025,-16.999999999999957,-100.0
72,72,56.45000000000004,-15.69801324503305,34.70559523223404,-3.3499999999999304,-100.0
73,73,56.45000000000004,-23.217785234899274,36.26416042508673,-16.999999999999957,-100.0
74,74,56.45000000000004,-22.908609271523122,36.03153363300915,-16.999999999999957,-100.0
75,75,56.45000000000004,-22.829333333333274,37.71929311226405,-16.999999999999957,-100.0
76,76,56.45000000000004,-22.543333333333276,35.2396347250586,-16.999999999999957,-100.0
77,77,56.45000000000004,-21.09798657718115,35.2368086027933,-16.999999999999957,-100.0
78,78,56.45000000000004,-14.237999999999937,32.504251865461136,1.1500000000000838,-100.0
79,79,56.45000000000004,-21.889932885905974,39.63441659959342,-6.999999999999957,-100.0
80,80,56.45000000000004,-21.391275167785174,35.83845406332582,-16.69999999999996,-100.0
81,81,56.45000000000004,-23.07248322147645,36.97312802356644,-16.999999999999957,-100.0
82,82,56.45000000000004,-21.585333333333278,36.3190443829252,-16.999999999999957,-100.0
83,83,56.45000000000004,-21.625999999999944,36.85783983541811,-13.549999999999955,-100.0
84,84,56.45000000000004,-21.930463576158882,41.01929443175659,-14.499999999999957,-100.0
85,85,56.45000000000004,-17.240333333333275,32.96350845842854,-15.374999999999936,-100.0
86,86,56.45000000000004,-22.65599999999994,38.34922811913342,-16.999999999999957,-100.0
87,87,56.45000000000004,-22.240268456375777,36.905881416779735,-16.999999999999957,-100.0
88,88,56.45000000000004,-18.304362416107324,35.30019769745481,-12.599999999999952,-100.0
89,89,56.45000000000004,-8.871666666666602,30.777712399649797,1.1500000000000838,-100.0
90,90,56.45000000000004,-16.10699999999994,33.89562313436156,-4.299999999999962,-100.0
91,91,56.45000000000004,-13.571333333333273,34.50226386131141,0.9000000000000767,-100.0
92,92,56.45000000000004,-13.29999999999994,35.067309087905045,-0.324999999999946,-100.0
93,93,56.45000000000004,-13.827333333333275,35.10635250524074,-3.8749999999999396,-100.0
94,94,56.45000000000004,-19.514999999999944,37.1730891685549,-12.074999999999946,-100.0
95,95,56.45000000000004,-15.419666666666611,37.315620454293516,-5.424999999999937,-100.0
96,96,56.45000000000004,-18.16866666666661,40.23127578831618,1.1500000000000838,-100.0
97,97,56.45000000000004,-16.954999999999938,39.17039432615743,-3.8249999999999353,-100.0
98,98,56.45000000000004,-22.094666666666615,40.00729064669199,-8.874999999999975,-100.0
99,99,56.45000000000004,-16.319666666666606,35.050234852597235,-4.574999999999957,-100.0
