# gen best mean std diversity
0.000000 47.681032 5.499684 2.126952 0.549331
1.000000 39.779644 9.619911 0.796067 0.452772
2.000000 57.742505 13.067170 0.670147 0.403881
3.000000 57.768891 14.765862 2.466769 0.407944
4.000000 86.050119 24.164459 4.973713 0.311312
5.000000 86.050119 28.562929 3.124650 0.269791
6.000000 86.050119 27.886490 2.565797 0.466228
7.000000 86.050119 30.027507 0.866002 0.537036
8.000000 86.050119 31.946531 3.015082 0.498926
9.000000 86.050119 31.722810 4.186676 0.468192
10.000000 86.128669 33.049570 7.114477 0.464604
11.000000 86.050119 34.672414 5.674494 0.404475
12.000000 86.050119 34.911470 0.788344 0.382170
13.000000 86.050119 32.778687 3.033234 0.540597
14.000000 86.050119 34.260718 3.185717 0.518026
15.000000 86.050119 35.329494 1.433536 0.478462
16.000000 86.050119 35.920515 1.555657 0.327710
17.000000 86.050119 36.509979 2.920572 0.311805
18.000000 86.050119 38.594188 2.762096 0.292114
19.000000 84.490040 38.304000 3.093988 0.279073
20.000000 84.685189 38.741029 2.052986 0.413232
21.000000 84.685189 35.344569 1.578917 0.382509
22.000000 84.685189 40.701743 0.797082 0.383574
23.000000 84.511054 41.283137 0.538370 0.317480
24.000000 75.443172 39.705410 0.695909 0.327292
25.000000 75.197882 39.451922 4.159940 0.318390
26.000000 75.156456 39.910695 0.843232 0.435909
27.000000 75.179917 46.653407 1.623638 0.407800
28.000000 75.228559 46.008907 1.920646 0.337008
29.000000 75.454823 38.319055 1.607987 0.300952
30.000000 75.523536 35.335057 2.231967 0.275910
31.000000 84.793573 41.264297 2.553867 0.257680
32.000000 84.867729 43.338081 1.723204 0.236069
33.000000 84.688354 42.835241 2.867925 0.410735
34.000000 84.377040 39.864488 2.353651 0.245672
35.000000 75.427846 37.821879 2.965302 0.233766
36.000000 75.570654 40.780639 2.360458 0.228520
37.000000 75.188859 38.381793 0.841316 0.215550
38.000000 75.191858 41.003350 0.986208 0.214604
39.000000 75.276415 41.379823 1.905008 0.200344
40.000000 66.531940 37.379351 1.861786 0.337027
41.000000 75.431655 38.723757 0.607234 0.257862
42.000000 75.191858 43.047227 1.513990 0.197501
43.000000 75.200907 41.722769 1.769929 0.200988
44.000000 88.465189 42.875674 1.524045 0.195478
45.000000 85.330040 42.074071 4.278304 0.185617
46.000000 75.427846 40.874667 1.945182 0.395451
47.000000 84.423942 43.659232 2.551411 0.373106
48.000000 84.663942 37.142001 4.150107 0.365672
49.000000 75.462666 42.656189 1.778158 0.349254
50.000000 75.159358 38.263010 1.147743 0.326419
51.000000 86.515982 44.331316 4.120650 0.325520
52.000000 86.515982 43.657849 5.843314 0.303852
53.000000 86.515982 45.324610 6.590740 0.381910
54.000000 86.515982 45.281784 4.184156 0.342572
55.000000 86.515982 44.292729 5.746493 0.324886
56.000000 75.435480 39.428914 0.330566 0.299668
57.000000 75.454823 42.893495 2.894214 0.279863
58.000000 75.427846 43.594842 2.855356 0.282393
59.000000 84.243942 45.287022 3.503298 0.268537
60.000000 75.470571 53.136580 1.498475 0.375275
61.000000 84.537733 47.921431 1.101704 0.356051
62.000000 75.241098 48.873047 1.999548 0.342172
63.000000 84.745189 48.430440 1.657919 0.288048
64.000000 84.233532 47.050778 2.604796 0.279996
65.000000 84.745189 48.998844 0.973782 0.268901
66.000000 84.543942 47.391060 1.368052 0.368128
67.000000 84.543942 45.712439 0.522105 0.265341
68.000000 84.543942 48.032204 1.578503 0.200822
69.000000 84.783942 46.829252 0.706067 0.194565
70.000000 75.424051 47.560091 1.000853 0.195509
71.000000 75.470571 48.346755 1.156284 0.187594
72.000000 84.506267 50.766688 1.466165 0.183254
73.000000 75.219256 51.161523 2.304052 0.379825
74.000000 85.542547 53.692882 1.851147 0.296955
75.000000 85.542547 49.218478 2.855740 0.292301
76.000000 85.542547 51.472261 0.363482 0.259425
77.000000 85.482547 54.220611 1.725086 0.232229
78.000000 85.482547 51.192030 0.600103 0.223124
79.000000 85.482547 52.922497 2.390277 0.217014
80.000000 85.482547 56.416302 1.523675 0.361034
81.000000 85.482547 52.629578 2.389534 0.337134
82.000000 85.482547 52.587852 2.315216 0.348994
83.000000 86.777040 53.340349 0.541771 0.332780
84.000000 86.486267 48.807184 1.058477 0.325003
85.000000 85.482547 49.022979 2.904192 0.290869
86.000000 85.482547 48.136677 1.007092 0.338753
87.000000 86.249573 51.636499 1.288537 0.228356
88.000000 85.550607 50.983548 0.375868 0.258724
89.000000 84.890607 49.205549 1.970506 0.249631
90.000000 75.427846 46.060798 1.028827 0.240439
91.000000 75.458736 52.584376 1.683397 0.230969
92.000000 75.462666 48.822652 1.945423 0.215725
93.000000 84.366986 53.528354 1.021326 0.370866
94.000000 85.722547 51.474338 0.412038 0.300662
95.000000 85.722547 51.181822 1.225176 0.285587
96.000000 84.303942 54.824841 0.190139 0.260078
97.000000 75.462666 51.463214 1.590667 0.246662
98.000000 85.302547 53.119988 0.976036 0.244431
99.000000 85.302547 52.958209 0.933315 0.222579
