# gen best mean std diversity
0.000000 93.449516 83.702721 8.835888 0.438573
1.000000 94.180945 75.152397 10.299005 0.288385
2.000000 93.115505 55.177136 12.702013 0.458401
3.000000 93.724722 83.272648 11.668883 0.235751
4.000000 93.576796 73.287657 10.689196 0.448730
5.000000 93.227911 78.261576 14.009768 0.207598
6.000000 94.006708 88.822938 11.962487 0.386207
7.000000 94.006708 90.158609 9.502291 0.235121
8.000000 93.931733 89.380299 10.928794 0.457692
9.000000 94.123266 90.275682 7.613171 0.281967
10.000000 93.904826 89.638227 9.681595 0.358733
11.000000 94.432404 91.269378 4.353908 0.238538
12.000000 94.432404 89.572741 11.333258 0.353643
13.000000 93.379465 91.033642 6.701964 0.233286
14.000000 94.642788 91.820141 6.231233 0.309862
15.000000 92.792751 91.539080 6.536169 0.192109
16.000000 92.937310 92.060815 0.858742 0.300192
17.000000 93.036504 91.442145 6.694749 0.122630
18.000000 93.664826 89.989520 10.882637 0.308088
19.000000 93.784826 92.331826 0.445273 0.181749
20.000000 93.664826 92.576694 0.379541 0.367692
21.000000 93.931733 90.869946 7.957963 0.264737
22.000000 93.931733 91.696122 6.551507 0.315222
23.000000 93.931733 91.703331 6.526549 0.210458
24.000000 93.664826 91.928049 6.569785 0.325407
25.000000 93.931733 90.357506 9.684953 0.190097
26.000000 93.784826 92.282514 3.533150 0.167933
27.000000 93.844826 92.506703 0.466130 0.113805
28.000000 93.844826 90.383535 9.772804 0.139363
29.000000 93.784826 92.241992 3.832558 0.092867
30.000000 93.991733 92.372652 2.632582 0.185656
31.000000 93.991733 92.799649 0.204252 0.128432
32.000000 93.931733 89.968757 12.276214 0.191061
33.000000 93.446695 92.329935 0.368157 0.134532
34.000000 93.811733 92.313612 0.268033 0.276732
35.000000 93.931733 92.561308 0.440761 0.164164
36.000000 93.931733 92.108457 5.131422 0.273741
37.000000 93.931733 92.022399 2.655874 0.212724
38.000000 93.931733 92.269333 0.320626 0.241975
39.000000 93.931733 90.855872 8.361495 0.143263
40.000000 93.221837 89.962252 9.807318 0.212831
41.000000 93.221837 91.600405 6.265817 0.130449
42.000000 93.115480 90.664774 8.268536 0.139687
43.000000 93.494823 89.284712 10.316173 0.104553
44.000000 93.705064 90.997392 6.546418 0.178864
45.000000 92.990607 92.089238 3.128008 0.125781
46.000000 93.871733 90.614894 7.853350 0.311319
47.000000 93.676695 91.356736 6.955386 0.198873
48.000000 93.871733 92.069184 4.541925 0.244575
49.000000 94.103558 91.704080 6.557889 0.157626
50.000000 93.555203 91.957700 3.854994 0.286349
51.000000 93.456504 90.839645 7.256354 0.233759
52.000000 93.569516 91.091504 8.042688 0.289751
53.000000 93.516504 89.850192 9.289036 0.208127
54.000000 93.524679 89.475499 10.645224 0.298529
55.000000 93.116420 89.556639 11.097737 0.216663
56.000000 93.904826 90.827383 7.682739 0.212507
57.000000 93.931733 92.436425 0.251341 0.137061
58.000000 93.931733 90.916475 8.746147 0.263489
59.000000 93.690571 92.403670 0.555022 0.173693
60.000000 93.881885 92.300129 0.541350 0.130870
61.000000 93.931733 91.835970 6.412955 0.080394
62.000000 93.931733 90.510872 10.891717 0.254333
63.000000 92.956415 90.802078 6.705299 0.178674
64.000000 93.055480 91.657137 4.872518 0.275612
65.000000 92.963900 89.269443 10.243939 0.189786
66.000000 93.189900 91.932377 5.336448 0.271047
67.000000 93.871733 90.513692 9.236309 0.183029
68.000000 93.334553 90.877545 7.413957 0.281962
69.000000 93.055480 91.159024 8.321134 0.213285
70.000000 93.931733 91.832914 5.011010 0.262109
71.000000 93.494823 90.908119 7.827450 0.180842
72.000000 93.494823 86.876059 12.844900 0.095905
73.000000 93.494823 88.502753 5.441892 0.084442
74.000000 94.252506 90.113489 9.366464 0.201417
75.000000 93.494823 90.866798 7.163341 0.142080
76.000000 93.494823 91.636549 5.863263 0.275581
77.000000 93.503850 88.243479 10.909605 0.202655
78.000000 93.494823 88.261979 13.411694 0.252369
79.000000 93.147511 92.127883 3.277240 0.205120
80.000000 94.221683 92.426915 0.298187 0.185922
81.000000 93.494823 90.220873 10.288882 0.134733
82.000000 93.809516 90.077677 8.402435 0.222598
83.000000 93.820270 90.548292 8.201714 0.167538
84.000000 93.019688 88.931451 11.555823 0.232611
85.000000 92.737507 92.349727 0.247959 0.186263
86.000000 93.227846 89.776048 11.086402 0.164019
87.000000 92.849013 89.153961 13.155273 0.092327
88.000000 93.566611 90.347730 9.293884 0.171268
89.000000 93.059318 91.766859 6.604973 0.094323
90.000000 93.147511 91.722487 6.511451 0.106568
91.000000 93.147511 89.213845 11.130744 0.074369
92.000000 93.051655 90.435037 9.701698 0.185642
93.000000 93.195203 90.747294 8.429976 0.151041
94.000000 93.452890 90.758495 8.902700 0.201433
95.000000 93.539599 91.067587 6.335184 0.118038
96.000000 92.792751 90.866742 7.939876 0.120279
97.000000 93.178586 88.980543 11.492912 0.083161
98.000000 93.029013 91.636297 5.098623 0.202819
99.000000 92.925069 92.124845 0.213455 0.166797
