gen,best,mean,sd
0,21.150000000000084,-75.66633333333328,26.911536867216558
1,21.150000000000084,-76.72216666666662,26.591557563235924
2,21.150000000000084,-76.72216666666662,26.591557563235924
3,21.150000000000084,-76.72216666666662,26.591557563235924
4,21.150000000000084,-76.72216666666662,26.591557563235924
5,21.150000000000084,-76.72216666666662,26.591557563235924
6,21.150000000000084,-76.72216666666662,26.591557563235924
7,21.150000000000084,-76.72216666666662,26.591557563235924
8,21.150000000000084,-76.72216666666662,26.591557563235924
9,21.150000000000084,-76.72216666666662,26.591557563235924
10,21.150000000000084,-76.72216666666662,26.591557563235924
11,21.150000000000084,-76.72216666666662,26.591557563235924
12,21.150000000000084,-76.72216666666662,26.591557563235924
13,21.150000000000084,-76.72216666666662,26.591557563235924
14,21.150000000000084,-76.72216666666662,26.591557563235924
15,21.150000000000084,-76.72216666666662,26.591557563235924
16,21.150000000000084,-76.72216666666662,26.591557563235924
17,21.150000000000084,-76.72216666666662,26.591557563235924
18,21.150000000000084,-76.72216666666662,26.591557563235924
19,21.150000000000084,-76.72216666666662,26.591557563235924
20,21.150000000000084,-76.72216666666662,26.591557563235924
21,21.150000000000084,-67.54178571428567,32.13642771212973
22,36.35000000000013,-40.935333333333276,38.56779682008757
23,36.35000000000013,-25.075496688741655,41.95827707952007
24,43.950000000000166,-20.061258278145623,40.84481135925382
25,43.950000000000166,-19.437828947368345,42.72653095279579
26,43.950000000000166,-18.58907284768204,40.11284161857084
27,43.950000000000166,-12.648993288590521,36.60465068822087
28,43.950000000000166,-11.79276315789466,39.8726605516891
29,43.950000000000166,-17.946026490066146,42.71730441863114
30,43.950000000000166,-18.241275167785147,45.53267347089897
31,43.950000000000166,-12.189735099337657,46.23371140335272
32,56.80000000000007,-11.553666666666578,44.79569476957459
33,56.80000000000007,-8.879605263157806,40.4961118809666
34,56.80000000000007,-12.713422818791866,44.30678649930564
35,56.80000000000007,-17.702302631578863,43.48347324393241
36,56.80000000000007,-19.88479729729721,47.18631546169723
37,56.80000000000007,-10.942333333333247,42.9047774094629
38,56.80000000000007,-10.243999999999911,42.02318920151908
39,68.35000000000015,-9.660596026489973,43.03365332141581
40,68.35000000000015,-17.891999999999914,45.76412389634486
41,68.35000000000015,-4.090066225165462,43.24231510022799
42,68.35000000000015,-9.873489932885816,41.08022130479879
43,68.35000000000015,-7.1816666666665725,41.76644323563545
44,68.35000000000015,-10.109395973154271,43.291918185408086
45,68.35000000000015,-4.947972972972877,39.83576286012257
46,68.35000000000015,-8.716666666666576,45.387848374265936
47,68.35000000000015,-5.951020408163168,41.78803797746897
48,68.35000000000015,-6.014765100671046,43.71498963633135
49,68.35000000000015,-5.298344370860829,42.04995980706107
50,68.35000000000015,-11.448666666666568,46.5752169244069
51,68.35000000000015,-5.789999999999907,39.57844068008073
52,68.35000000000015,-7.491390728476728,42.07757687354776
53,68.35000000000015,-11.611920529801232,43.26629069935513
54,68.35000000000015,-7.278807947019773,39.30199868410978
55,68.35000000000015,-10.310333333333245,42.979467693565326
56,68.35000000000015,-13.597019867549578,43.10244773852859
57,68.35000000000015,-5.054966887417127,40.868815632754426
58,68.35000000000015,-8.052333333333241,42.49293523111293
59,68.35000000000015,-6.660999999999907,42.13228685541137
60,68.35000000000015,-10.97919463087239,44.752202563122104
61,68.35000000000015,-5.607333333333236,42.1696140155708
62,68.35000000000015,-10.271333333333246,41.37073415941385
63,68.35000000000015,-9.954697986577093,39.65798046006044
64,68.35000000000015,-10.019333333333247,42.50016540621411
65,68.35000000000015,-12.23333333333325,43.536519408678345
66,68.35000000000015,-7.866333333333243,38.78878811231701
67,68.35000000000015,-9.681999999999912,43.13102645041814
68,68.35000000000015,-6.7116666666665745,41.640040192370435
69,68.35000000000015,-4.180333333333242,43.38229973029198
70,68.35000000000015,-9.036241610738164,44.763620348223434
71,68.35000000000015,0.8803333333334363,40.22519852723612
72,68.35000000000015,-7.281333333333241,43.48470671652536
73,68.35000000000015,-4.6196666666665696,43.40021270941222
74,68.35000000000015,-11.603333333333245,44.13364010467404
75,68.35000000000015,-11.289735099337655,45.92879902699701
76,68.35000000000015,-9.095695364238319,47.35271586734135
77,68.35000000000015,-9.396999999999903,48.20874167963045
78,68.35000000000015,-2.022666666666563,42.278744693863516
79,68.35000000000015,-3.3176666666665713,41.25405642142631
80,68.35000000000015,-2.3284768211919578,42.508168093127374
81,68.35000000000015,-0.6549999999998992,39.75546786292425
82,68.35000000000015,-4.111666666666568,43.90946345100973
83,68.35000000000015,-1.1667785234898302,42.47994892608785
84,68.35000000000015,-1.0869127516777473,41.23337468343256
85,68.35000000000015,-2.7646666666665647,41.56732713188198
86,68.35000000000015,-1.6470198675495744,42.01902211612777
87,68.35000000000015,-10.340666666666582,48.58084889702484
88,68.35000000000015,-13.581543624160982,48.94519581040862
89,68.35000000000015,-4.581879194630777,44.144999114330055
90,68.35000000000015,-5.355369127516682,46.13219083866663
91,68.35000000000015,-2.587666666666572,40.32590273288653
92,68.35000000000015,-1.1659999999999078,38.38347965813768
93,68.35000000000015,-10.19333333333324,46.81291369791986
94,68.35000000000015,-8.961999999999918,39.12966252516542
95,68.35000000000015,-7.315333333333254,39.48907103940985
96,68.35000000000015,-6.122999999999918,46.33351365552444
97,68.35000000000015,-6.884666666666582,42.412808185997605
98,68.35000000000015,-7.667333333333251,45.531138424403856
99,68.35000000000015,-7.2149999999999155,44.61760853818444
