,gen,best,mean,sd,med,worst
0,0,21.557582289478205,-3.9689578747923338,5.801040516609741,-5.752572638825633,-7.594381242551817
1,1,21.906249799193237,-2.4587551681653035,7.523623039698165,-5.726847747587197,-7.289610521451167
2,2,21.906249799193237,-2.43997232990682,7.448482589239051,-5.739792912179234,-7.289610521451167
3,3,30.52353644806849,-1.7337840821144257,8.273192561377455,-5.726847747587197,-7.289610521451167
4,4,30.52353644806849,-1.6458632524679413,8.200944499063874,-5.726847747587197,-7.289610521451167
5,5,30.52353644806849,-1.0710709777949723,9.2520385239068,-5.726847747587197,-7.289610521451167
6,6,30.52353644806849,-0.8437434475828802,9.583888808027401,-5.726847747587197,-7.289610521451167
7,7,30.52353644806849,-1.1078448129250278,9.313446907557475,-5.723585101952381,-7.289610521451167
8,8,30.52353644806849,-1.1083144234894058,9.258757940395348,-5.717006059663625,-7.289610521451167
9,9,30.52353644806849,-0.5901623676998522,9.82393378495335,-5.717006059663625,-7.289610521451167
10,10,30.62936197187234,-0.14230317608655033,10.397086311413247,-5.71042701737487,-7.289610521451167
11,11,30.62936197187234,-0.3853252319850318,10.376539962274947,-5.71042701737487,-7.289610521451167
12,12,30.62936197187234,0.10595711241439454,10.748417316512786,-5.71042701737487,-7.289610521451167
13,13,30.62936197187234,0.120301147036765,10.656169072901783,-5.703776919069782,-7.289610521451167
14,14,30.62936197187234,-0.12814679740762383,10.504987070351692,-5.71042701737487,-7.289610521451167
15,15,30.62936197187234,-0.150393419123043,10.344036056952339,-5.71042701737487,-7.289610521451167
16,16,30.648141866523932,-0.18084328501023694,10.185113833440516,-5.703776919069782,-7.289610521451167
17,17,30.648141866523932,0.04212551135773834,10.196466264079746,-5.700443573390687,-7.289610521451167
18,18,30.648141866523932,0.6848159776804723,11.087685086856718,-5.707110264748875,-7.289610521451167
19,19,30.648141866523932,0.48978659583267276,10.923082429094515,-5.566125262834641,-7.289610521451167
20,20,30.648141866523932,0.15642603675023814,10.571725599890156,-5.703776919069782,-7.289610521451167
21,21,39.657665748035186,6.039000909864324,12.750476265268185,3.6434137253279877,-7.21890970761906
22,22,39.657665748035186,9.13078153027514,12.910624418048414,4.009567413221264,-6.2878585601617845
23,23,39.657665748035186,9.840815776451466,12.898194813444753,4.059609142499755,-7.247792581767846
24,24,39.657665748035186,9.215609044895867,12.453375271171012,4.009567413221264,-7.247792581767846
25,25,39.657665748035186,8.245948400362145,12.46852521544708,4.009567413221264,-7.277247726631484
26,26,39.657665748035186,7.809333029102714,12.648651380903697,4.009567413221264,-7.247792581767846
27,27,39.657665748035186,10.795022267177702,12.778158583106755,12.576449209970413,-7.00850518208228
28,28,39.657665748035186,8.638369091521907,13.546637454999615,4.009567413221264,-6.2878585601617845
29,29,39.657665748035186,9.141895206207026,12.830427485158971,4.009567413221264,-7.1276936993473985
30,30,39.657665748035186,10.139858862846882,12.555651310307073,7.983976541213906,-6.261491684321042
31,31,39.657665748035186,10.568697419888595,13.40917650488929,12.462665732981463,-7.247792581767846
32,32,39.657665748035186,8.11675231901491,13.022674751609904,4.009567413221264,-7.247792581767846
33,33,39.657665748035186,8.735396650373355,12.165176397279149,4.009567413221264,-7.247792581767846
34,34,56.90192571783376,8.271938727698283,12.947557987637223,4.009567413221264,-7.536212639346384
35,35,56.90192571783376,6.616788732869825,13.714457200006743,3.4530252525829415,-6.293419278846481
36,36,56.90192571783376,9.739849521833156,13.77005294044448,4.102160200049089,-6.621405651764134
37,37,56.90192571783376,7.812224681689016,12.924092524196205,4.009567413221264,-7.305188215393037
38,38,56.90192571783376,9.674490200641216,13.25746518258002,4.105905535913667,-7.247792581767846
39,39,56.90192571783376,8.968877006147933,13.947933303863763,4.009567413221264,-7.173958319756794
40,40,56.90192571783376,10.576206266857769,14.865962534319817,12.443171938300463,-7.247792581767846
41,41,56.90192571783376,9.924846874326647,14.447880680640365,4.072746314842795,-7.270312886079025
42,42,56.90192571783376,10.33612745011904,14.439317712218633,4.124802676798849,-6.84587987526405
43,43,56.90192571783376,8.677838644249599,14.405736151302643,4.009567413221264,-6.139884552226255
44,44,56.90192571783376,10.565368146345378,14.935224949939501,4.180238996649169,-6.284134161070802
45,45,56.90192571783376,9.669978268555777,14.634186302220511,4.009567413221264,-6.35088571671474
46,46,56.90192571783376,9.102664191183731,14.764297542315283,4.009567413221264,-7.247792581767846
47,47,56.90192571783376,8.290710567642563,14.852757886523731,4.009567413221264,-7.1592919047975645
48,48,56.90192571783376,10.768141223326051,14.859537878217854,12.075744202585469,-7.158513997329321
49,49,56.90192571783376,9.139639386833027,14.99638383991822,4.009567413221264,-7.193685818395112
